序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
122,朗诗2室2厅120万,2017-01-12,朗诗,汉阳,龙阳大道,, 二至三环,120,16489,72.78,2013年建/板楼,2室2厅,高楼层/共29层,南,其他,http://wh.lianjia.com/ershoufang/104100306041.html
123,中南一路测绘局宿舍2室1厅195万,2017-01-12,中南一路测绘局宿舍,武昌,中南丁字桥,, 一至二环,195,26423,73.8,未知年建/板楼,2室1厅,高楼层/共4层,南北,其他,http://wh.lianjia.com/ershoufang/104100306033.html
124,滨湖名邸2室2厅180万,2017-01-12,滨湖名邸,武昌,中南丁字桥,, ,180,20721,86.87,2006年建/板楼,2室2厅,低楼层/共28层,南,其他,http://wh.lianjia.com/ershoufang/104100306026.html
125,联投龙湾三期3室2厅150万,2017-01-12,联投龙湾三期,江夏,江夏其它,, 三至四环,150,11651,128.75,2016年建/板楼,3室2厅,中楼层/共31层,南,其他,http://wh.lianjia.com/ershoufang/104100306006.html
126,汉口秀园地铁口南北通透采光好低总价毛坯三房两证齐,2017-01-12,汉口秀园,江汉,姑嫂树,, 二至三环,170,14554,116.81,2011年建/板楼,3室2厅,高楼层/共31层,南北,其他,http://wh.lianjia.com/ershoufang/104100305971.html
127,武汉万达公馆临江地铁沿线两证两年双车位看房方便,2017-01-12,武汉积玉桥万达广场二期,武昌,积玉桥,, 一环内,700,29536,237,2012年建/板楼,3室2厅,低楼层/共43层,南,精装,http://wh.lianjia.com/ershoufang/104100305969.html
128,菱角湖万达广场C区2室2厅190万,2017-01-12,菱角湖万达广场C区,江汉,唐家墩,, 一至二环,190,21046,90.28,2010年建/塔楼,2室2厅,中楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100305947.html
129,竹叶新村小面积两房，朝南向，老证,2017-01-12,竹叶新村,江岸,竹叶山花桥,, 二至三环,68,13541,50.22,1992年建/塔楼,2室2厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100305939.html
130,南北通透精装三房中高楼层两证满两年,2017-01-12,融科天城一期,江岸,三阳路,, 二至三环,368,29738,123.75,2012年建/板楼,3室2厅,中楼层/共33层,南北,精装,http://wh.lianjia.com/ershoufang/104100305917.html
131,拉德芳斯3室2厅105万,2017-01-12,拉德芳斯,洪山,新南湖,, 一至二环,105,14404,72.9,2014年建/塔楼,3室2厅,中楼层/共17层,南,其他,http://wh.lianjia.com/ershoufang/104100305904.html
132,武汉大学珞桂小区4室1厅105万,2017-01-12,武汉大学珞桂小区,洪山,小何西村,, 二至三环,105,23940,43.86,未知年建/板楼,4室1厅,高楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100305903.html
133,思联花园城，电梯通透大3房，住家精装不临街,2017-01-12,思联花园城,江汉,长港路,, 一至二环,185,14012,132.03,2005年建/塔楼,3室2厅,低楼层/共12层,南北,其他,http://wh.lianjia.com/ershoufang/104100305893.html
134,同鑫花园小三房交通便利居家舒适采光充足,2017-01-12,同鑫花园,江岸,后湖,, 二至三环,166,15091,110,2007年建/塔楼,3室2厅,中楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100305891.html
135,爱家皇家公馆2室1厅220万,2017-01-11,爱家皇家公馆,洪山,徐东,, 一至二环,220,22223,99,2001年建/板楼,2室1厅,低楼层/共26层,南北,其他,http://wh.lianjia.com/ershoufang/104100305827.html
136,琴台颖园汉阳大道五里新村三室两厅毛坯,2017-01-11,琴台颖园,汉阳,五里新村,, 二至三环,248,18544,133.74,2000年建/板楼,3室2厅,高楼层/共12层,南北,其他,http://wh.lianjia.com/ershoufang/104100305817.html
137,健龙尚谷杰座二期1室0厅110万,2017-01-11,健龙尚谷杰座二期,洪山,鲁巷,, 二至三环,110,22449,49,2012年建/板楼,1室0厅,低楼层/共32层,北,其他,http://wh.lianjia.com/ershoufang/104100305814.html
138,宇峰家园精装两房满两年诚心出售,2017-01-11,宇峰家园,洪山,流芳,, 二至三环,110,15835,69.47,2003年建/板楼,2室2厅,高楼层/共6层,南,其他,http://wh.lianjia.com/ershoufang/104100305811.html
139,现代森林小镇2室2厅135万,2017-01-11,现代森林小镇,江夏,光谷南,, 三至四环,135,14836,91,2012年建/塔楼,2室2厅,低楼层/共11层,南北,简装,http://wh.lianjia.com/ershoufang/104100305761.html
140,金龙花园一期少有的大户型自己带三十平米的大院子,2017-01-11,金龙花园,汉阳,七里庙,, 二至三环,194,14047,138.11,2003年建/板楼,4室2厅,低楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100305754.html
141,金地国际花园3室2厅298万,2017-01-11,金地国际花园,武昌,积玉桥,, 一环内,298,30409,98,2012年建/板楼,3室2厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100305751.html
142,中国铁建梧桐苑2室1厅120万,2017-01-11,中国铁建梧桐苑,洪山,中南财大,, 三至四环,120,14118,85,2016年建/板楼,2室1厅,中楼层/共26层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100305745.html
143,美联奥林匹克花园3室2厅195万,2017-01-11,美联奥林匹克花园,东西湖,常青花园,, 三至四环,195,15355,127,2015年建/板楼,3室2厅,高楼层/共32层,南,精装,http://wh.lianjia.com/ershoufang/104100305734.html
144,武汉天地四期B93室2厅650万,2017-01-11,武汉天地四期B9,江岸,黄埔永清,, 一环内,650,45775,142,2014年建/板楼,3室2厅,中楼层/共8层,西南,其他,http://wh.lianjia.com/ershoufang/104100305727.html
145,阳光新天地1室1厅93万,2017-01-11,阳光新天地,江汉,武广万松园,, 一至二环,93,19629,47.38,2005年建/塔楼,1室1厅,高楼层/共28层,东,其他,http://wh.lianjia.com/ershoufang/104100305529.html
146,长航蓝晶国际4室2厅265万,2017-01-11,长航蓝晶国际,洪山,关山大道,, 二至三环,265,19065,139,2012年建/板楼,4室2厅,高楼层/共33层,南北,其他,http://wh.lianjia.com/ershoufang/104100305523.html
147,保利时代3室2厅205万,2017-01-11,保利时代,洪山,民族大道,, 二至三环,205,22283,92,2015年建/板楼,3室2厅,高楼层/共34层,南,其他,http://wh.lianjia.com/ershoufang/104100305518.html
148,金银岛小区2室2厅134万,2017-01-11,金银岛小区,武昌,徐东,, 一至二环,134,15763,85.01,1999年建/板楼,2室2厅,低楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100305516.html
149,星海蓝天2室1厅125万,2017-01-11,星海蓝天,江岸,二七,, 二至三环,125,14665,85.24,2004年建/塔楼,2室1厅,低楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100305508.html
150,花样年花郡2室2厅152万,2017-01-11,花样年花郡,洪山,华侨城,, 二至三环,152,16884,90.03,2015年建/板楼,2室2厅,低楼层/共30层,北,其他,http://wh.lianjia.com/ershoufang/104100305486.html
151,武职学校里面房源，社区环境好，配套齐全,2017-01-11,武汉职业技术学院东区,洪山,关山大道,, ,165,14548,113.42,未知年建/塔楼,3室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100305427.html
152,光谷智慧城4室2厅260万,2017-01-11,光谷智慧城,洪山,鲁巷,, 三至四环,260,16543,157.17,2002年建/塔楼,4室2厅,中楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100305410.html
153,东湖楚天府3室2厅282万,2017-01-11,东湖楚天府,洪山,街道口,, 一至二环,282,28046,100.55,2015年建/板楼,3室2厅,低楼层/共26层,南北,其他,http://wh.lianjia.com/ershoufang/104100305383.html
154,将军路龙樱苑顶楼复式楼4居室诚意出售,2017-01-11,华星晨龙城,东西湖,将军路,, 三至四环,170,15069,112.82,2005年建/板楼,4室2厅,高楼层/共7层,南北,简装,http://wh.lianjia.com/ershoufang/104100305374.html
155,大智嘉园2室2厅246万,2017-01-11,大智嘉园,江岸,前进江汉,, 一环内,246,26452,93,2011年建/板楼,2室2厅,高楼层/共31层,南,其他,http://wh.lianjia.com/ershoufang/104100305370.html
156,大智嘉园2室2厅230万,2017-01-11,大智嘉园,江岸,前进江汉,, 一环内,230,25000,92,2011年建/板楼,2室2厅,高楼层/共30层,南,其他,http://wh.lianjia.com/ershoufang/104100305355.html
157,武重明珠苑2室1厅120万,2017-01-11,武重明珠苑,武昌,东湖东亭,, ,120,16325,73.51,1998年建/板楼,2室1厅,中楼层/共7层,南,其他,http://wh.lianjia.com/ershoufang/104100305301.html
158,沿海丽水佳园2室2厅105万,2017-01-11,沿海丽水佳园,东西湖,金银湖,, 三至四环,105,12645,83.04,2007年建/板楼,2室2厅,中楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100305262.html
159,绿汀雅境标准一室一厅两证满两年诚心出售预约看房,2017-01-11,绿汀雅境,洪山,杨家湾,, 二至三环,96,18114,53,2005年建/板楼,1室1厅,中楼层/共18层,北,简装,http://wh.lianjia.com/ershoufang/104100305259.html
160,大华南湖公园世家三期1室0厅80万,2017-01-11,大华南湖公园世家三期,洪山,新南湖,, 二至三环,80,19837,40.33,2013年建/板楼,1室0厅,高楼层/共25层,南北,其他,http://wh.lianjia.com/ershoufang/104100305222.html
161,七星富利天城3室2厅165万,2017-01-11,七星富利天城,青山,青山其它,, 二至三环,165,12717,129.75,2015年建/板楼,3室2厅,低楼层/共30层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100305189.html
162,金地国际花园4室2厅380万,2017-01-11,金地国际花园,武昌,积玉桥,, 一环内,380,28788,132,2012年建/板楼,4室2厅,高楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100305184.html
163,黄鹤世家满二阳光大两房业主诚售,2017-01-11,黄鹤世家,武昌,首义,, 一至二环,165,18132,91,未知年建/板楼,2室2厅,中楼层/共8层,南北,其他,http://wh.lianjia.com/ershoufang/104100305172.html
164,证满两年，后期费用低，采光好。,2017-01-11,安居苑A区,江岸,百步亭,, 二至三环,139,12919,107.6,1999年建/板楼,2室2厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100305171.html
165,汉口花园逸松庭3室2厅184万,2017-01-11,汉口花园逸松庭,江岸,姑嫂树,, 二至三环,184,13940,132,2006年建/塔楼,3室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100305135.html
166,徐东商圈，保利城，次新房，居家更好的选择,2017-01-11,保利城,武昌,徐东,, 一至二环,175,18445,94.88,2015年建/板楼,3室2厅,中楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100305126.html
167,华腾园简装小三室两证两年看房方便,2017-01-11,华腾园,洪山,徐东,, 一至二环,144,18068,79.7,2008年建/塔楼,3室2厅,低楼层/共18层,北,其他,http://wh.lianjia.com/ershoufang/104100305097.html
168,尚隆地球村南北通透精装居家三房,2017-01-11,尚隆地球村,武昌,积玉桥,, 一至二环,240,21270,112.84,2002年建/板塔结合,3室2厅,中楼层/共7层,南北,精装,http://wh.lianjia.com/ershoufang/104100305052.html
169,万科圆方2室1厅95万,2017-01-11,万科圆方,江汉,唐家墩,, 一至二环,95,21440,44.31,2009年建/板楼,2室1厅,高楼层/共20层,东,其他,http://wh.lianjia.com/ershoufang/104100305043.html
170,三阳金城老证精装修,2017-01-11,三阳金城,江岸,三阳路,, 一环内,350,30662,114.15,2011年建/板楼,3室2厅,高楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100304999.html
171,集贤里精装修好房出售，户型方正，西南朝向，拎包入住,2017-01-11,集贤里社区,硚口,武胜路,, ,230,15388,149.47,1990年建/板楼,4室2厅,低楼层/共9层,南,其他,http://wh.lianjia.com/ershoufang/104100304987.html
172,闽东国际钟家村商圈4号线6号线地铁口,2017-01-11,闽东国际,汉阳,钟家村,, 一至二环,221,16007,138.07,2006年建/塔楼,3室1厅,高楼层/共27层,东南,其他,http://wh.lianjia.com/ershoufang/104100304980.html
173,闽东国际钟家村商圈4号线6号线地铁口,2017-01-11,闽东国际,汉阳,钟家村,, 一至二环,180,16148,111.47,2006年建/塔楼,1室0厅,高楼层/共27层,南,其他,http://wh.lianjia.com/ershoufang/104100304974.html
174,万科嘉园开发商统装精致小三房拎包入住,2017-01-11,万科嘉园光谷的光,洪山,珞喻东,, 二至三环,137,16118,85,未知年建/板楼,3室2厅,低楼层/共25层,南,精装,http://wh.lianjia.com/ershoufang/104100304968.html
175,汉口城市广场五期2室2厅178万,2017-01-11,汉口城市广场五期,江岸,后湖,, 二至三环,178,20009,88.96,2015年建/板楼,2室2厅,高楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100304965.html
176,金地自在城3室2厅150万,2017-01-11,金地自在城,洪山,华侨城,, 二至三环,150,17192,87.25,2018年建/塔楼,3室2厅,低楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100304935.html
177,华润公园一期热门小户型，100万随时看房,2017-01-11,华润中央公园一期,汉阳,琴台大道,, 一至二环,100,16356,61.14,2009年建/板楼,2室1厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100304924.html
178,东鑫鑫海花城东区5室2厅105万,2017-01-11,东鑫鑫海花城东区,东西湖,金银湖,, 三至四环,105,6184,169.82,2004年建/板楼,5室2厅,高楼层/共6层,南北,其他,http://wh.lianjia.com/ershoufang/104100304892.html
179,常青五小区，精装三房，地铁房，学校，采光充足。,2017-01-11,常青花园五小区,东西湖,常青花园,, 三至四环,220,18907,116.36,2006年建/板楼,3室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100304877.html
180,军威苑小区2室2厅120万,2017-01-11,军威苑小区,洪山,老南湖,, 二至三环,120,12527,95.8,2010年建/板楼,2室2厅,中楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100304848.html
181,好房出售华光大厦精装3居120万,2017-01-11,华光大厦,洪山,珞喻东,, ,120,9918,121,2005年建/塔楼,3室2厅,中楼层/共20层,西南,其他,http://wh.lianjia.com/ershoufang/104100304806.html
182,清水毛坯无贷款，无抵押，业主诚心出售，不动产证.,2017-01-11,葛洲坝卡尔顿庄园,洪山,华科大,, 二至三环,510,15810,322.59,2015年建,6室2厅,独栋/共3层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100304784.html
183,清水毛坯，看房方便，不动产证，无抵押，无贷款,2017-01-11,葛洲坝卡尔顿庄园,洪山,华科大,, 二至三环,510,15810,322.59,2015年建,6室2厅,独栋/共3层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100304780.html
184,清水毛坯，无抵押，无贷款，看房方便，业主诚心出售,2017-01-11,葛洲坝卡尔顿庄园,洪山,华科大,, 二至三环,510,15810,322.59,2015年建,6室2厅,独栋/共3层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100304773.html
185,常青花园四小区三房一厅两卫,2017-01-11,常青花园四小区,东西湖,常青花园,, 二至三环,170,15935,106.69,2000年建/板楼,3室1厅,低楼层/共6层,南北,简装,http://wh.lianjia.com/ershoufang/104100304770.html
186,清水毛坯，业主诚心出售，无抵押，无贷款。看房方便,2017-01-11,葛洲坝卡尔顿庄园,洪山,华科大,, 二至三环,510,15810,322.59,2015年建,6室2厅,独栋/共3层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100304766.html
187,城市之光1室1厅73万,2017-01-11,城市之光,江夏,流芳,, 二至三环,73,14427,50.6,2012年建/板楼,1室1厅,高楼层/共6层,南,其他,http://wh.lianjia.com/ershoufang/104100304746.html
188,宝利金二期精装大开间价格120万,2017-01-11,宝利金二期中央荣御,江汉,前进江汉,, 一环内,120,22801,52.63,2011年建/塔楼,1室0厅,低楼层/共33层,东,其他,http://wh.lianjia.com/ershoufang/104100304741.html
189,中央花园SOHO1室1厅108万,2017-01-11,中央花园SOHO,洪山,老南湖,, 一至二环,108,18306,59,2003年建/塔楼,1室1厅,低楼层/共11层,东,其他,http://wh.lianjia.com/ershoufang/104100304692.html
190,万科圆方2室1厅109万,2017-01-11,万科圆方,江汉,唐家墩,, 一至二环,109,24600,44.31,2009年建/板楼,2室1厅,高楼层/共20层,南,精装,http://wh.lianjia.com/ershoufang/104100304675.html
191,柳林雅居3室2厅170万,2017-01-11,柳林雅居,洪山,关西长职,, 二至三环,170,13581,125.18,2006年建/板楼,3室2厅,中楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100304641.html
192,桃花岛城市花园一期二房二厅老证无增值税看房方便,2017-01-10,桃花岛城市花园一期,汉阳,七里庙,, 二至三环,102,11028,92.5,1993年建/板楼,2室2厅,中楼层/共7层,南西北,其他,http://wh.lianjia.com/ershoufang/104100304592.html
193,文锦苑1室1厅77万,2017-01-10,文锦苑,江汉,长港路,, 一至二环,77,16042,48,2004年建/板楼,1室1厅,高楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100304578.html
194,金地华公馆3室2厅300万,2017-01-10,金地华公馆,洪山,华科大,, 二至三环,300,23480,127.77,2013年建/板楼,3室2厅,低楼层/共18层,南北,其他,http://wh.lianjia.com/ershoufang/104100304531.html
